politician,country,birth date,death date,political party,gender,Instagram followers,Instagram link,X followers,X link
Doris Odendahl,Germany,1933.0,2013.0,SPD (Germany),female,,,,
Ursula Schleicher,Germany,1933.0,,CSU (Germany),female,,,,
Irene Vestlund,Sweden,1933.0,,Socialdemokraterna (Sweden),female,,,,
Eli Kristiansen,Norway,1933.0,,Kristelig Folkeparti (Norway),female,,,,
Ingegerd Anderlund,Sweden,1933.0,2001.0,Socialdemokraterna (Sweden),female,,,,
Marianne Jonsson,Sweden,1933.0,,Centerpartiet (Sweden),female,,,,
Diane Watson,United States,1933.0,,Democrat (United States),female,,,,
Ursula Krips,Germany,1933.0,,SPD (Germany),female,,,,
Barbro Westerholm,Sweden,1933.0,,Liberalerna (Sweden),female,,,455.0,BarbroWesterho
Jean Carnahan,United States,1933.0,,Democrat (United States),female,,,,
Marianne Stalberg,Sweden,1933.0,,Socialdemokraterna (Sweden),female,,,,
Margareta Andren,Sweden,1933.0,,Folkpartiet Liberalerna (Sweden),female,,,,
Eva R. Finstad,Norway,1933.0,1998.0,Hoyre (Norway),female,,,,
Anita Gradin,Sweden,1933.0,,Socialdemokraterna (Sweden),female,,,,
Llin Golding,United Kingdom,1933.0,,Labour (United Kingdom),female,,,,
Inger Dag,Norway,1933.0,,Sosialistisk Venstreparti (Norway),female,,,,
Editha Limbach,Germany,1933.0,,CDU (Germany),female,,,,
Sonja Rembo,Sweden,1933.0,,Moderata Samlingspartiet (Sweden),female,,,,
Lisa Peters,Germany,1933.0,2010.0,FDP (Germany),female,,,,
Dianne Feinstein,United States,1933.0,,Democrat (United States),female,,,1441094.0,SenFeinstein
Erika Reinhardt,Germany,1932.0,,CDU (Germany),female,,,,
Gullan Lindblad,Sweden,1932.0,,Moderata Samlingspartiet (Sweden),female,,,,
Wivi Anne Cederqvist,Sweden,1932.0,2001.0,Socialdemokraterna (Sweden),female,,,,
Anni Brandt Elsweier,Germany,1932.0,2017.0,SPD (Germany),female,,,,
Astrid Murberg Martinsen,Norway,1932.0,1991.0,Arbeiderpartiet (Norway),female,,,,
Gunhild Bolander,Sweden,1932.0,,Centerpartiet (Sweden),female,,,,
Brigid Hogan O Higgins,Ireland,1932.0,,Fine Gael (Ireland),female,,,,
Luise Morgenstern,Germany,1932.0,,SPD (Germany),female,,,,
Dinah Alhandra,Portugal,1932.0,,PSD (Portugal),female,,,,
Anna Vachalova,Czech Republic,1932.0,,Poslanecky Klub Leveho Bloku (Czech Republic),female,,,,
Nuzhat Katzsab,Israel,1932.0,,Alignment (Israel),female,,,,
Birgit Henriksson,Sweden,1932.0,,Moderata Samlingspartiet (Sweden),female,,,,
Ragnhild Pohanka,Sweden,1932.0,,Miljopartiet De Grona (Sweden),female,,,,
Audrey Wise,United Kingdom,1932.0,2000.0,Labour (United Kingdom),female,,,,
Eileen Desmond,Ireland,1932.0,2005.0,Labour Party (Ireland),female,,,,
Ing Marie Hansson,Sweden,1932.0,,Socialdemokraterna (Sweden),female,,,,
"Colette, Marie, Francoise Le Moal Nee Amicel",France,1932.0,,Nouveau Centre (France),female,,,,
Beverly Byron,United States,1932.0,,Democrat (United States),female,,,,
Nancy Kassebaum,United States,1932.0,,Republican (United States),female,,,,
Helga Haugen,Norway,1932.0,,Kristelig Folkeparti (Norway),female,,,,
Maj Britt Theorin,Sweden,1932.0,,Socialdemokraterna (Sweden),female,,,,
Gencay Gurun,Turkey,1932.0,,Dogru Yol Partisi (Turkey),female,,,,
Iris Martensson,Sweden,1932.0,,Socialdemokraterna (Sweden),female,,,,
Eva Segmuller,Switzerland,1932.0,,C (Switzerland),female,,,,
Eileen Lemass,Ireland,1932.0,,Fianna Fail (Ireland),female,,,,
Hanna Gucwinska,Poland,1932.0,,Kolo Parlamentarne Unii Pracy (Poland),female,,,,
Jadwiga Rudnicka,Poland,1931.0,,Kolo Poselskie Chrzescijanska Demokracja (Poland),female,,,,
Margaret Heckler,United States,1931.0,2018.0,Republican (United States),female,,,,
Karen Sogn,Norway,1931.0,2013.0,Hoyre (Norway),female,,,,
Marianne Karlsson,Sweden,1931.0,2012.0,Centerpartiet (Sweden),female,,,,
Elisabeth Deglise,Switzerland,1931.0,,C (Switzerland),female,,,,
Amira Sartani,Israel,1931.0,,United Workers Party (Israel),female,,,,
Brita Borge,Norway,1931.0,2013.0,Hoyre (Norway),female,,,,
Susi Eppenberger,Switzerland,1931.0,,RL (Switzerland),female,,,,
Jolene Unsoeld,United States,1931.0,,Democrat (United States),female,,,,
Cardiss Collins,United States,1931.0,2013.0,Democrat (United States),female,,,,
Laura Soto Gonzalez,Chile,1931.0,,Partido Por La Democracia (Chile),female,,,,
Hedi Lang Gehri,Switzerland,1931.0,2004.0,S (Switzerland),female,,,,
Inger Hestvik,Sweden,1931.0,,Socialdemokraterna (Sweden),female,,,,
Margit Gennser,Sweden,1931.0,,Moderata Samlingspartiet (Sweden),female,,,,
Ulla Tillander,Sweden,1931.0,1994.0,Centerpartiet (Sweden),female,,,,
Constance Morella,United States,1931.0,,Republican (United States),female,,,,
Gunilla Andre,Sweden,1931.0,,Centerpartiet (Sweden),female,,,,
Teresa Gorman,United Kingdom,1931.0,2015.0,Conservative (United Kingdom),female,,,,
Karin Ahrland,Sweden,1931.0,,Folkpartiet Liberalerna (Sweden),female,,,,
Eduarda Ferronha,Portugal,1931.0,,PS (Portugal),female,,,,
Aase Molokken,Norway,1930.0,,Arbeiderpartiet (Norway),female,,,,
Marie Lovise Widnes,Norway,1930.0,,Sosialistisk Venstreparti (Norway),female,,,,
Inge Segall,Germany,1930.0,,FDP (Germany),female,,,,
Margareta Viklund,Sweden,1930.0,,Kristdemokraterna (Sweden),female,,,,
Anneliese Augustin,Germany,1930.0,,CDU (Germany),female,,,,
Lis Noer Holmberg,Denmark,1930.0,,Centrum Demokraterne (Denmark),female,,,,
Maria Dmochowska,Poland,1930.0,2017.0,Klub Parlamentarny Unii Wolnosci (Poland),female,,,,
Anita Stenberg,Sweden,1930.0,,Miljopartiet De Grona (Sweden),female,,,,
Gorel Bohlin,Sweden,1930.0,,Moderata Samlingspartiet (Sweden),female,,,,
Edna Solodar,Israel,1930.0,,Israel Labor Party (Israel),female,,,,
Patricia Saiki,United States,1930.0,,Republican (United States),female,,,,
Gwyneth Dunwoody,United Kingdom,1930.0,2008.0,Labour (United Kingdom),female,,,,
Inga Saeland,Iceland,1930.0,,People S Party (Iceland),female,,,,
Ora Namir,Israel,1930.0,,Israel Labor Party (Israel),female,,,,
Wiltrud Rehlen,Germany,1930.0,1984.0,SPD (Germany),female,,,,
Thea Knutzen,Norway,1930.0,2016.0,Hoyre (Norway),female,,,,
Else Repal,Norway,1930.0,2015.0,Arbeiderpartiet (Norway),female,,,,
Liv Stubberud,Norway,1930.0,1997.0,Arbeiderpartiet (Norway),female,,,,
Ursula Lehr,Germany,1930.0,,CDU (Germany),female,,,,
Gunvor Margaret Schnitler,Norway,1930.0,,Hoyre (Norway),female,,,,
Turkan Turgut Arikan,Turkey,1930.0,,Anavatan Partisi (Turkey),female,,,,
Danuta Wierzbicka,Poland,1930.0,,Klub Parlamentarny Ruch Dla Rzeczypospolitej (Poland),female,,,,
Segre Liliana,Italy,1930.0,,Gruppo Misto (Italy),female,,,,
Ada Feinberg Sireni,Israel,1930.0,,Alignment (Israel),female,,,,
Birgitta Hambraeus,Sweden,1930.0,,Centerpartiet (Sweden),female,,,,
Ebba Strange,Denmark,1929.0,2012.0,Socialistisk Folkeparti (Denmark),female,,,,
Winnie Ewing,United Kingdom,1929.0,,Scottish National Party (United Kingdom),female,,,,
Shen Ji Lan,China,1929.0,,,female,,,,
Ingegerd Troedsson,Sweden,1929.0,2012.0,Moderata Samlingspartiet (Sweden),female,,,,
Betty Boothroyd,United Kingdom,1929.0,,Speaker (United Kingdom),female,,,,
Marge Roukema,United States,1929.0,2014.0,Republican (United States),female,,,,
Charlotte Garbe,Germany,1929.0,2013.0,Die Grunen (Germany),female,,,,
Maria Stolzman,Poland,1929.0,2010.0,Klub Parlamentarny Unii Wolnosci (Poland),female,,,,
Olga Krzyzanowska,Poland,1929.0,2018.0,Klub Parlamentarny Unii Wolnosci (Poland),female,,,,
Alice Zakharov,Australia,1929.0,1995.0,Australian Labor Party (Australia),female,,,,
Louise Mcintosh Slaughter,United States,1929.0,2018.0,Democrat (United States),female,,,,LouiseSlaughter
Asa Solberg Iversen,Norway,1929.0,2009.0,Arbeiderpartiet (Norway),female,,,,
Valentine Friedli,Switzerland,1929.0,2016.0,S (Switzerland),female,,,,
Helga Schmedt,Germany,1929.0,,SPD (Germany),female,,,,
Maria Teresa Coimbra,Portugal,1929.0,,PS (Portugal),female,,,,
Dorothee Wilms,Germany,1929.0,,CDU (Germany),female,,,,
Miriam Glazer Taasa,Israel,1929.0,,Likud (Israel),female,,,,
"Marcos, Imelda R",Philippines,1929.0,,,female,,,,
Inger Stilling Pedersen,Denmark,1929.0,2017.0,Kristendemokraterne (Denmark),female,,,,
Tova Ilan,Israel,1929.0,2019.0,Labor Meimad Am Ehad (Israel),female,,,,
Marilyn Lloyd,United States,1929.0,2018.0,Democrat (United States),female,,,,
Kerstin Ekman,Sweden,1929.0,2011.0,Folkpartiet Liberalerna (Sweden),female,,,,
Margareta Palmqvist,Sweden,1928.0,,Socialdemokraterna (Sweden),female,,,,
Liesel Hartenstein,Germany,1928.0,2013.0,SPD (Germany),female,,,,
Ruth Zutt,Germany,1928.0,1987.0,SPD (Germany),female,,,,
Turkan Akyol,Turkey,1928.0,2017.0,Sosyaldemokrat Halkci Parti (Turkey),female,,,,
Margareta Gard,Sweden,1928.0,,Moderata Samlingspartiet (Sweden),female,,,,
Anna Wohlin Andersson,Sweden,1928.0,1989.0,Centerpartiet (Sweden),female,,,,
Birgitta Rydle,Sweden,1928.0,2012.0,Moderata Samlingspartiet (Sweden),female,,,,
Karin Soder,Sweden,1928.0,2015.0,Centerpartiet (Sweden),female,,,,
Ulla Johansson,Sweden,1928.0,,Socialdemokraterna (Sweden),female,,,,
Tove Lindbo Larsen,Denmark,1928.0,2018.0,The Social Democratic Party (Denmark),female,,,,
Jan Meyers,United States,1928.0,,Republican (United States),female,,,,
Shulamit Aloni,Israel,1928.0,2014.0,Meretz (Israel),female,,,,
Genevieve Aubry,Switzerland,1928.0,,RL (Switzerland),female,,,,
Joan Burke,Ireland,1928.0,2016.0,Fine Gael (Ireland),female,,,,
Kirsten Myklevoll,Norway,1928.0,1996.0,Arbeiderpartiet (Norway),female,,,,
Berit As,Norway,1928.0,,Sosialistisk Valgforbund (Norway),female,,,,
Sonja Aase Ludvigsen,Norway,1928.0,1974.0,Arbeiderpartiet (Norway),female,,,,
Lilian Uchtenhagen,Switzerland,1928.0,2016.0,S (Switzerland),female,,,,
Liv Aasen,Norway,1928.0,2005.0,Arbeiderpartiet (Norway),female,,,,
Inger Koppernaes,Norway,1928.0,1990.0,Hoyre (Norway),female,,,,
Astrid Gjertsen,Norway,1928.0,,Hoyre (Norway),female,,,,
Marit Rotnes,Norway,1928.0,,Arbeiderpartiet (Norway),female,,,,
Patricia Giles,Australia,1928.0,2017.0,Australian Labor Party (Australia),female,,,,
Patsy Mink,United States,1927.0,2002.0,Democrat (United States),female,,,,
Doris Morf,Switzerland,1927.0,2003.0,S (Switzerland),female,,,,
Giyasettin Karaca,Turkey,1927.0,,Adalet Partisi (Turkey),female,,,,
Elisabeth Fleetwood,Sweden,1927.0,,Moderata Samlingspartiet (Sweden),female,,,,
Gudrun Weyel,Germany,1927.0,2011.0,SPD (Germany),female,,,,
Gunnel Liljegren,Sweden,1927.0,,Moderata Samlingspartiet (Sweden),female,,,,
Synodinou Anna,Greece,1927.0,2016.0,N.d. Nea Demokratia (Greece),female,,,,
Ewy Moller,Sweden,1927.0,1991.0,Moderata Samlingspartiet (Sweden),female,,,,
Vefa Tanir,Turkey,1927.0,,Dogru Yol Partisi (Turkey),female,,,,
Renate Lepsius,Germany,1927.0,2004.0,SPD (Germany),female,,,,
Kerstin Gothberg,Sweden,1927.0,,Centerpartiet (Sweden),female,,,,
Roswitha Verhulsdonk,Germany,1927.0,,CDU (Germany),female,,,,
Aina Westin,Sweden,1927.0,2010.0,Socialdemokraterna (Sweden),female,,,,
Alice Glenn,Ireland,1927.0,2011.0,Fine Gael (Ireland),female,,,,
Stina Eliasson,Sweden,1927.0,,Centerpartiet (Sweden),female,,,,
Paula Hawkins,United States,1927.0,2009.0,Republican (United States),female,,,,
Carrie Meek,United States,1926.0,,Democrat (United States),female,,,,
Hanna Kvanmo,Norway,1926.0,2005.0,Sosialistisk Venstreparti (Norway),female,,,,
Leyla Yeniay Koseoglu,Turkey,1926.0,2002.0,Anavatan Partisi (Turkey),female,,,,
Ulla Orring,Sweden,1926.0,,Folkpartiet Liberalerna (Sweden),female,,,,
Ingeborg Hartelius,Sweden,1926.0,,Independent (Sweden),female,,,,
Agnes Hurland Buning,Germany,1926.0,2009.0,CDU (Germany),female,,,,
Josi J. Meier,Switzerland,1926.0,2006.0,C (Switzerland),female,,,,
Lieselotte Wollny,Germany,1926.0,,Die Grunen (Germany),female,,,,
Maj Britt Wallhorn,Sweden,1926.0,,Kristdemokraterna (Sweden),female,,,,
Hedda Heuser,Germany,1926.0,2007.0,FDP (Germany),female,,,,
Kersti Johansson,Sweden,1926.0,2005.0,Centerpartiet (Sweden),female,,,,
Ingeborg Kleinert,Germany,1926.0,1989.0,SPD (Germany),female,,,,
Borghild Royseland,Norway,1926.0,,Kristelig Folkeparti (Norway),female,,,,
Fatma Sevinc Dusunsel,Turkey,1926.0,1991.0,Yeni Turkiye Partisi (Turkey),female,,,,
Shoshana Arbeli Almozlino,Israel,1926.0,2015.0,Israel Labor Party (Israel),female,,,,
Margit Sandehn,Sweden,1926.0,,Socialdemokraterna (Sweden),female,,,,
Maria Henze,Germany,1926.0,1972.0,CDU (Germany),female,,,,
Roswitha Wisniewski,Germany,1926.0,2017.0,CDU (Germany),female,,,,
Amelia Christinat,Switzerland,1926.0,,S (Switzerland),female,,,,
Wenche Bryn Lowzow,Norway,1926.0,2016.0,Hoyre (Norway),female,,,,
Maria Barroso,Portugal,1925.0,2015.0,PS (Portugal),female,,,,
Ingrid Sundberg,Sweden,1925.0,,Moderata Samlingspartiet (Sweden),female,,,,
Jozefa Hennelowa,Poland,1925.0,,Klub Parlamentarny Unia Demokratyczna (Poland),female,,,,
Ingrid Hasselstrom Nyvall,Sweden,1925.0,2009.0,Folkpartiet Liberalerna (Sweden),female,,,,
Grethe Lundblad,Sweden,1925.0,,Socialdemokraterna (Sweden),female,,,,
Trude Unruh,Germany,1925.0,,Die Grunen (Germany),female,,,,
Waltraud Steinhauer,Germany,1925.0,2002.0,SPD (Germany),female,,,,
Christa Czempiel,Germany,1925.0,2007.0,SPD (Germany),female,,,,
Geula Cohen,Israel,1925.0,,Tehiya (Israel),female,,,,
Margaret Thatcher,United Kingdom,1925.0,2013.0,Conservative (United Kingdom),female,,,,
Margit Hansen Krone,Norway,1925.0,,Hoyre (Norway),female,,,,
Sala Burton,United States,1925.0,1987.0,Democrat (United States),female,,,,
Ingeborg Philipp,Germany,1925.0,,PDS (Germany),female,,,,
Aslaug Fadum,Norway,1925.0,2016.0,Senterpartiet (Norway),female,,,,
Mary Walters,Australia,1925.0,2017.0,Liberal Party (Australia),female,,,,
Haldis Havroy,Norway,1925.0,2000.0,Arbeiderpartiet (Norway),female,,,,
Anne Olaug Ingeborgrud,Norway,1925.0,2003.0,Kristelig Folkeparti (Norway),female,,,,
Doris Havik,Sweden,1924.0,2009.0,Socialdemokraterna (Sweden),female,,,,
Annemarie Griesinger,Germany,1924.0,2012.0,CDU (Germany),female,,,,
Eleonore Bjartveit,Norway,1924.0,2002.0,Kristelig Folkeparti (Norway),female,,,,
Shirley Chisholm,United States,1924.0,2005.0,Democrat (United States),female,,,,
Helga Timm,Germany,1924.0,2014.0,SPD (Germany),female,,,,
Tsouderou Virginia,Greece,1924.0,2018.0,N.d. Nea Demokratia (Greece),female,,,,
Brigitte Freyh,Germany,1924.0,2009.0,SPD (Germany),female,,,,
Stella Levy,Israel,1924.0,1999.0,Shinui Center Party (Israel),female,,,,
Frolinde Balser,Germany,1924.0,2012.0,SPD (Germany),female,,,,
Mary Eide,Norway,1924.0,2013.0,Arbeiderpartiet (Norway),female,,,,
Elfriede Klemmert,Germany,1924.0,,CDU (Germany),female,,,,
Catherine Long,United States,1924.0,,Democrat (United States),female,,,,
Hayriye Ayse Nermin Neftci,Turkey,1924.0,2003.0,Cumhuriyet Halk Partisi (Turkey),female,,,,
Antje Huber,Germany,1924.0,2015.0,SPD (Germany),female,,,,
Helga Wex,Germany,1924.0,1986.0,CDU (Germany),female,,,,
Tove Pihl,Norway,1924.0,1987.0,Arbeiderpartiet (Norway),female,,,,
Fatimah Hashim,Malaysia,1924.0,2010.0,United Malays National Organisation (Malaysia),female,,,,
Anna Horn Af Rantzien,Sweden,1924.0,2009.0,Miljopartiet De Grona (Sweden),female,,,,
Tilo Frey,Switzerland,1923.0,2008.0,RL (Switzerland),female,,,,
Helen Bentley,United States,1923.0,2016.0,Republican (United States),female,,,,
Barbro Nilsson,Sweden,1923.0,,Moderata Samlingspartiet (Sweden),female,,,,
Nelly Wicky,Switzerland,1923.0,,T (Switzerland),female,,,,
Ingeborg Hoffmann,Germany,1923.0,2012.0,CDU (Germany),female,,,,
Erna Maria Geier,Germany,1923.0,1994.0,CDU (Germany),female,,,,
Natalia Correia,Portugal,1923.0,1993.0,PRD (Portugal),female,,,,
Gertrud Sigurdsen,Sweden,1923.0,2015.0,Socialdemokraterna (Sweden),female,,,,
Aishah Ghani,Malaysia,1923.0,2013.0,United Malays National Organisation (Malaysia),female,,,,
Kristin Kverneland Lonningdal,Norway,1923.0,2010.0,Hoyre (Norway),female,,,,
Paula Riede,Germany,1923.0,2012.0,CDU (Germany),female,,,,
Ellen Lauterbach,Germany,1923.0,2011.0,SPD (Germany),female,,,,
Jocelyn Burdick,United States,1922.0,,Democrat (United States),female,,,,
Marie Elisabeth Klee,Germany,1922.0,2018.0,CDU (Germany),female,,,,
Lena Lundblad,Sweden,1922.0,,Independent (Sweden),female,,,,
Irma Tubler,Germany,1922.0,1992.0,CDU (Germany),female,,,,
Ursula Benedix Engler,Germany,1922.0,2014.0,CDU (Germany),female,,,,
Christa Reetz,Germany,1922.0,2009.0,Die Grunen (Germany),female,,,,
Ambjorg Saelthun,Norway,1922.0,2012.0,Senterpartiet (Norway),female,,,,
Barbara Ludemann,Germany,1922.0,1992.0,FDP (Germany),female,,,,
Trudel Meyer,Germany,1922.0,1989.0,SPD (Germany),female,,,,
Sarah Doron,Israel,1922.0,2010.0,Likud (Israel),female,,,,
Maj Lis Landberg,Sweden,1922.0,1991.0,Socialdemokraterna (Sweden),female,,,,
Katharina Focke,Germany,1922.0,2016.0,SPD (Germany),female,,,,
Nimet Agaoglu,Turkey,1922.0,1978.0,Yeni Turkiye Partisi (Turkey),female,,,,
Elisabeth Blunschy Steiner,Switzerland,1922.0,2015.0,C (Switzerland),female,,,,
Monique Bauer Lagier,Switzerland,1922.0,2006.0,L (Switzerland),female,,,,
Bodil Aakre,Norway,1922.0,2008.0,Hoyre (Norway),female,,,,
Elisabeth Orth,Germany,1921.0,1976.0,SPD (Germany),female,,,,
Waltrud Will Feld,Germany,1921.0,2013.0,CDU (Germany),female,,,,
Joan Child,Australia,1921.0,2013.0,SPK (Australia),female,,,,
Elisabeth Lardelli,Switzerland,1921.0,2008.0,V (Switzerland),female,,,,
Esther Herlitz,Israel,1921.0,2016.0,Alignment (Israel),female,,,,
Alma Bacciarini,Switzerland,1921.0,,RL (Switzerland),female,,,,
Barbara Vucanovich,United States,1921.0,2013.0,Republican (United States),female,,,,
Hildegard Hamm Brucher,Germany,1921.0,2016.0,FDP (Germany),female,,,,
Inger Louise Valle,Norway,1921.0,2006.0,Arbeiderpartiet (Norway),female,,,,
Elfriede Eilers,Germany,1921.0,2016.0,SPD (Germany),female,,,,
Gunnel Jonang,Sweden,1921.0,2008.0,Centerpartiet (Sweden),female,,,,
Ryu Mi Yong,Dem. People's Rep. Korea,1921.0,2016.0,,female,,,,
Arife Necla Tekinel,Turkey,1921.0,,Milliyetci Demokrasi Partisi (Turkey),female,,,,
Annemarie Lorentzen,Norway,1921.0,2008.0,Arbeiderpartiet (Norway),female,,,,
Neriman Elgin,Turkey,1921.0,1994.0,Halkci Parti (Turkey),female,,,,
Nilufer Gursoy,Turkey,1921.0,,Adalet Partisi (Turkey),female,,,,
Lieselotte Holzmeister,Germany,1921.0,1994.0,CDU (Germany),female,,,,
Florence Bjelke Petersen,Australia,1920.0,2017.0,National Party (Australia),female,,,,
